CustomerID,Name,Age,CreditScore,TransactionAmount,LoanAmount,LatePayments
fa58e162-8c10-46c3-b1cb-d3ab2ef1bcc8,Megan Mendez,43.0,655.0,734.0,4545.0,5.0
26cc6523-5e3f-4d94-8ac6-af836d8f2578,Barbara Davis,60.0,466.0,845.0,639.0,0.0
354029d2-7cfc-4f9d-9cbc-bc262b9b0867,Craig Allen,28.0,732.0,2952.0,1219.0,2.0
2abe02be-5bf8-4554-9f25-2b51f879fe73,Brenda Mora,59.0,368.0,8105.0,1400.0,4.0
d1f9dee6-6d75-4843-8bc1-0df3fc843102,Victoria Miller,19.0,771.0,1041.0,3044.0,2.0
96452c98-38df-4fe2-b355-2f580538bfc2,John Lambert,24.0,327.0,4676.0,3120.0,2.0
e9b25dd3-5eb5-4b22-be2a-d1a5d519e967,Susan Fuller,62.0,780.0,5227.0,682.0,1.0
3a01e8b6-cddc-43e3-8f82-7abc8170b150,Jason Williams,64.0,511.0,5467.0,4046.0,3.0
3db13a74-f54b-49ad-9d06-757f93fb24de,Scott Conley,19.0,833.0,171.0,1600.0,5.0
d81d47cb-6fcd-4ce9-b0a5-88e61f059b41,John Wright,47.0,784.0,2786.0,1770.0,1.0
6ced5ada-25eb-4775-ae35-2e6bbc99b549,Erin Fernandez,24.0,695.0,2196.0,2166.0,4.0
90840f4a-5deb-4bce-a1b7-5a3f5850dcff,Jennifer Brown,45.0,473.0,7951.0,1919.0,4.0
4e90ae43-05f9-47c9-b265-1cd10b595aa4,Taylor Serrano,32.0,583.0,5588.0,4543.0,3.0
2d00b084-fb61-481a-aca7-cad6d87a29cd,Isaac Serrano,37.0,699.0,1103.0,3248.0,3.0
3569e2a6-2b3c-4efd-b87f-511bce314712,Emily Duncan,39.0,561.0,4471.0,4639.0,4.0
d2edd8a6-985b-44ea-9c94-989d194b1979,Lindsey Brooks,49.0,403.0,9470.0,4719.0,3.0
222743a9-8ebe-456d-ab89-973da6422830,Maria Greene,27.0,621.0,1065.0,3647.0,0.0
ad8cd263-5deb-41ea-af7f-e5ab8210717b,Michael Bray,23.0,738.0,5576.0,1344.0,0.0
3bf0e874-4c65-420b-8ab3-fbb5f76125f4,Jacqueline Cochran,35.0,406.0,7989.0,1526.0,0.0
20db0c2b-c494-46bd-bc31-865d8b8acff9,Jose Brandt,49.0,336.0,9705.0,2436.0,1.0
003553b0-bfe6-41db-98e2-d2994af8c789,Wanda Garcia,43.0,501.0,9966.0,49.0,2.0
6b2e348d-dd78-4bbf-b5c1-ab4b11c061e6,Jillian Smith,57.0,572.0,9534.0,1125.0,3.0
ad97e4f6-5cd1-4641-86e6-9f79336e7563,Carrie Clark,57.0,419.0,4093.0,3161.0,2.0
bd12354b-e718-4694-9ec1-075e4437e870,Michael Dean,25.0,481.0,1534.0,2824.0,4.0
7860e081-c498-44c7-bfa4-c81bbc036f5e,Mr. Jason Brown DVM,50.0,799.0,4757.0,630.0,2.0
e8898b5c-cb9a-4b47-89f1-abace35e2729,Laura Whitehead,58.0,432.0,259.0,4918.0,1.0
180b5210-56c7-4ff8-9b87-70ed7dbde352,Kyle Ponce,45.0,589.0,9799.0,3186.0,5.0
a6bbac0c-aea3-4a72-b396-405c688cee85,Theresa Guzman,41.0,614.0,1631.0,4746.0,1.0
00fc535a-9223-46f3-a8a2-2447824802ef,Misty Thompson,52.0,407.0,2800.0,224.0,3.0
7c1febfb-efe3-4822-89c3-d12693a5a1b5,John David,50.0,628.0,9439.0,4014.0,5.0
8ffc85ab-ca62-483c-9e86-020502e2a323,Jack Frye,54.0,305.0,2270.0,277.0,5.0
2484594d-40bb-4a40-934b-d228acc4bc31,Sarah Fletcher,46.0,713.0,1868.0,2584.0,0.0
b316c0a0-d3bc-4c6b-9ea3-0e68a813a395,Anna Griffin,47.0,375.0,6645.0,10.0,5.0
f6c7f48b-88d1-49b8-8a51-317916652f42,Kelly Davidson,65.0,706.0,3398.0,4398.0,4.0
2872cb48-bf5b-4628-87db-d93086b160cb,Annette Lewis,53.0,526.0,5794.0,3249.0,2.0
7403b39b-a0da-4cc4-b64b-e4ece933ad05,Michael Ferrell,38.0,327.0,8877.0,3717.0,0.0
15cf8b4c-b2bd-4ff9-a96f-a131eb6cb6de,Melissa West,48.0,645.0,4483.0,1904.0,3.0
62db17c0-eff0-4c57-bfbf-4f9c443f15e0,Nathaniel Richmond,30.0,495.0,2729.0,3129.0,3.0
951cc520-789e-466a-bb5c-4efad3fcabc9,Hunter Garcia,51.0,837.0,1584.0,4695.0,4.0
4fe9ff98-7bab-4bfc-8bcd-999aeef31388,James Hansen,44.0,394.0,6877.0,4580.0,5.0
ae706eae-e09f-43b5-bbea-9fc5c7fdcf08,Veronica Krueger,61.0,732.0,7325.0,2450.0,3.0
2f1d61b0-1bbc-4400-873f-34b19c974092,Jonathon Anderson,57.0,632.0,2578.0,1541.0,0.0
531cc649-1b06-402b-aa7b-332b06f1efdc,Katelyn Tate,57.0,849.0,2941.0,1871.0,3.0
42a739ee-c37e-48b0-9f6c-603697e0ad9b,Jessica Nelson,47.0,521.0,3254.0,630.0,1.0
2ce5cc82-1313-4d6a-9460-0ce749f9886c,Dana Wiley,64.0,629.0,9949.0,2741.0,3.0
df7842dd-2f69-41e5-aaa1-b1120ab71706,Tracy Brown,23.0,729.0,6657.0,2053.0,2.0
fdab045d-2572-44ab-9efe-991662852d3b,Walter Chavez,48.0,849.0,6874.0,1818.0,3.0
694b2858-9499-4e2e-92ed-70c1907cb190,Isaiah Lopez,38.0,513.0,689.0,2205.0,2.0
8fa45fb2-c1ad-4568-990e-d7368482cca3,Lori Graves,64.0,677.0,5315.0,2252.0,3.0
a7d415cf-ddf8-4fc4-9b58-040d5bfc1708,Kenneth Rogers,27.0,426.0,7527.0,1764.0,4.0
0c09e865-69dd-4f6c-b548-c76fe5a47f60,Andrew Moran,29.0,825.0,5490.0,4387.0,0.0
0c201970-fb7a-4187-951f-2e4db37f6ea5,Timothy Martin,37.0,740.0,9349.0,106.0,4.0
35e00c26-8673-47e5-8c96-eb8872b715de,Mr. William Mason III,26.0,552.0,2160.0,177.0,5.0
d421de31-b831-4a61-a294-7da1c33d0c21,Lynn Thomas,38.0,633.0,4929.0,1705.0,2.0
746a5011-241f-43c5-97b8-08d5f332f7ee,Dustin Stone,47.0,429.0,448.0,3210.0,2.0
46bfa4be-399a-451a-96b8-da63ac3a05c2,John Hughes,54.0,664.0,6142.0,3408.0,3.0
5c939ec3-1db9-4062-890f-589ca423a476,Bryce Hill,46.0,430.0,2765.0,4851.0,2.0
ecc85523-11e9-403f-8a15-2e1ab19ca3b4,Ashley Vincent,33.0,754.0,5679.0,3480.0,1.0
3ac28f28-ed1f-430c-91ea-e4ad08f74009,Spencer Johnson,32.0,488.0,6664.0,4839.0,3.0
79b1d05a-4293-4f71-96f8-43b9901c6233,Angel Maldonado,43.0,770.0,8522.0,30.0,2.0
c945df2b-126d-4579-a78f-54fd6acfabef,Eric Vazquez,39.0,484.0,6885.0,1001.0,2.0
6aee4cfe-5298-443e-8768-c9e84f6f5df0,Lisa Cole,57.0,517.0,7187.0,856.0,2.0
b330403f-f7b0-4c9c-b654-0e75bd124120,Andrew Jackson,27.0,689.0,5199.0,2362.0,5.0
8129fc22-fad2-4a97-bc60-b0bc4e732f14,Maurice Banks,40.0,551.0,1923.0,2126.0,1.0
6d7087f2-12c2-410b-940b-9627847ced85,Alexandra Liu,49.0,542.0,3674.0,3650.0,4.0
77694355-bad7-4163-85e2-ffd2f09fd299,Debbie Scott,49.0,338.0,3268.0,2966.0,5.0
30ac4d56-d39d-46ac-b1df-911ce61f4bdd,Shannon Lee,27.0,774.0,3252.0,3315.0,4.0
69404173-c844-4fb6-b67b-0fb97e380d6d,Larry Bray,42.0,507.0,1285.0,4227.0,0.0
eecfe583-dff8-4510-8bd2-f8d792419de8,Jennifer Palmer,46.0,720.0,8999.0,3215.0,3.0
1134e85f-2dbe-4da8-af75-c11d4b1cdd09,Cassandra Palmer,47.0,840.0,1243.0,3680.0,0.0
2d401218-5926-4be3-a6ce-2050e9f442a2,Elizabeth Smith,43.0,471.0,961.0,2269.0,0.0
af4de119-13b8-4512-87b1-6986800bcd7e,Nancy Arnold,35.0,736.0,3049.0,3623.0,1.0
dd9f0b65-f07b-41b4-9323-79985f4f8c8b,Nathan Robinson,65.0,389.0,6812.0,3745.0,4.0
6c2855ce-2e17-4bd6-9525-d4c20f660d7d,Shawn Vaughn,39.0,303.0,782.0,387.0,1.0
598a77a3-1d2c-491c-bcdb-3bd2ef969900,Angela Wood,32.0,301.0,8037.0,4576.0,5.0
c446e851-5844-4f82-bdd8-33a5c4707ddc,Joseph Heath,41.0,498.0,2124.0,1289.0,0.0
bfe31c0a-7a82-4b1f-8e67-af3c22de3f85,Barbara Thomas,31.0,751.0,7668.0,3973.0,1.0
83a10f71-944c-454f-8cc3-81db23f3fd9c,Amanda Hart,20.0,514.0,3289.0,12.0,0.0
4acfeae4-5120-4264-a966-3c7e26172298,Lindsey Martinez,64.0,745.0,9489.0,439.0,1.0
c9fd1607-214f-4cfd-a172-2574bbd3769c,Benjamin Rodgers,46.0,729.0,4347.0,1819.0,3.0
86b8c9bd-f19b-426d-bda0-47d80dbf527e,Rachel Porter,63.0,797.0,3920.0,765.0,5.0
e03a7f6e-81c0-423d-ba91-34ff3a024457,Robert Robbins,22.0,799.0,9602.0,1030.0,4.0
ca950136-3ae5-44ad-9d6a-7341887f5e06,Michelle Travis,57.0,721.0,2673.0,3021.0,1.0
8aa73e5a-bdcb-4562-9224-19b880aec246,Seth Green,35.0,771.0,9025.0,1802.0,4.0
cb941d1d-c2d5-47a1-b2de-869bb67da0a7,Kimberly Allen,63.0,455.0,5435.0,20.0,4.0
068a8764-dd02-40e8-803b-7b964f2643b5,Dana Jenkins,41.0,751.0,368.0,2129.0,1.0
74352ac4-e4fd-421b-9328-da1723efb757,Olivia Sanders,35.0,597.0,6229.0,1235.0,4.0
0b4adce3-d39f-4d1b-b9d5-fd8576062e43,Amy Miller,34.0,742.0,4747.0,4598.0,2.0
3764268c-fe17-4601-a89c-6241c55d9ab4,Kathryn Hill,56.0,520.0,4137.0,3798.0,0.0
c98ee98c-7aa3-48df-84a7-cd78d5e3d99b,Daniel Wilson,37.0,332.0,8291.0,783.0,1.0
566df2b6-8ffc-45f5-8895-9d77284a061b,Kelly Lane,40.0,684.0,5809.0,1137.0,2.0
80261ab1-d7c1-40ad-9e62-4bce9428257e,Jacqueline Calderon,49.0,313.0,5916.0,2014.0,3.0
e274281f-8b10-46da-8847-7df5f66078e9,Amanda Woodward,54.0,662.0,1862.0,104.0,2.0
ec11c7ac-a307-4916-872c-14eb43bb81f4,Erin Atkins,35.0,682.0,2115.0,4965.0,4.0
4e34c5f7-dcc1-49e7-8759-e5a160514a01,Michael Martin,41.0,579.0,4434.0,4465.0,0.0
6f49bfdd-86a3-4463-b508-e413c1e8fc05,Morgan Bailey,44.0,405.0,6777.0,1739.0,0.0
fa80987d-0700-4f4f-85d2-f95868d5bcde,Karen Gibson,49.0,308.0,6205.0,1623.0,0.0
4b4449ca-fcae-4ea6-91a5-a38913a7a624,David Dominguez,43.0,639.0,1060.0,3653.0,1.0
3fce610b-4cf3-4fe1-b68c-d9c65d7a5b4e,Andrew Henderson,40.0,380.0,6076.0,203.0,4.0
399b9afb-b56b-42e2-b350-67502159a225,Cassidy Barron,47.0,680.0,2314.0,3112.0,2.0
120ca51e-b081-427d-bb50-7922de4b20c5,Carmen Fletcher,36.0,807.0,7966.0,121.0,2.0
09602fe1-4249-4477-8f11-cada9f03eee6,Erik Hanson,22.0,341.0,2892.0,3627.0,5.0
9f478ae4-1e94-4bb5-94b3-5e88deec888e,Brian Hodge,40.0,407.0,9173.0,861.0,4.0
89d53908-5b6e-4cb6-86dd-8fe02296a1f3,John Johnson,27.0,405.0,5120.0,4184.0,5.0
5aae7e74-b3ea-46be-966b-4dc457710767,Dennis Hamilton,43.0,453.0,967.0,4639.0,3.0
538365e0-4082-4fb9-a546-24e30165c0bc,Caleb Shepherd,28.0,347.0,1198.0,2443.0,0.0
e8082586-3166-48ae-b49b-71c9737a3ade,Richard Reid,19.0,388.0,6220.0,4003.0,0.0
9dfec603-042e-42db-a492-3fd237182e4e,Michael Brewer,40.0,421.0,8613.0,3274.0,1.0
b0a598ae-f0c8-4a2a-8094-59cf631997d3,Kelly Sosa,55.0,565.0,8045.0,3710.0,5.0
02b45b5e-0442-4469-94a7-25ad84b0a138,Stephen Miller,60.0,609.0,6414.0,678.0,2.0
7435f618-01d5-4cb8-86b1-047c8113c282,Sara Rice,57.0,545.0,796.0,1195.0,2.0
da1c7ec4-6404-4d0d-b702-9df342b56d36,Paula Tucker,41.0,734.0,3150.0,3431.0,0.0
c7c13bab-7b80-4564-907f-eff6f4c5dd08,Sarah French,36.0,682.0,7013.0,2420.0,2.0
0a47159e-d0fb-4e06-82a2-ffab60301a6d,Anthony Hunter,35.0,462.0,938.0,2943.0,1.0
755bc634-e149-4a85-afb7-9b4bf5ba141c,Melanie Hill,38.0,647.0,5285.0,4971.0,3.0
a6aae1a2-3449-4641-bc9a-892a180885e9,Tracie Gentry,27.0,662.0,2653.0,1522.0,5.0
7e53e886-d2f6-49d6-996c-b3908da36465,Juan Bowman,40.0,680.0,5780.0,3206.0,1.0
711d38b8-5eec-4489-bbb8-699ecace1a99,Robert Castro,40.0,574.0,8777.0,3028.0,1.0
d8442c91-ac9f-4df0-8571-dd2641d0f0df,Victoria Cooper,54.0,684.0,6451.0,548.0,3.0
1484eb88-f6de-4ef8-8af2-ebafa7b87dbd,Tiffany Davis,61.0,419.0,8023.0,3392.0,1.0
2aebc527-de5b-4e9f-8a58-ee743016044a,Scott Clark,43.0,647.0,3899.0,72.0,5.0
c80be3d7-f716-4961-a7d9-2dcf5b0b6336,Deanna Reynolds,30.0,705.0,1198.0,1680.0,1.0
5d01062a-5383-4fe6-9b87-9e36b182a7ee,Gina Johnson,25.0,672.0,9901.0,2854.0,3.0
ec1bf0a2-6b3f-4c9d-938f-43dfd3d30bba,Patrick Brown,60.0,462.0,8841.0,2143.0,5.0
443166e3-1dea-45c5-a0f5-1722046d788d,Timothy Copeland,33.0,630.0,6066.0,1094.0,1.0
fd2ee4cc-8ae7-4dde-af5d-ff4a7fd70e8c,Mary Gould,24.0,829.0,5810.0,1037.0,3.0
02ab7bdf-dc34-4444-bc7b-adca76ec9e70,Danielle Perez,24.0,752.0,280.0,1024.0,1.0
9614c6b4-6f3f-4863-a69d-6870111a64b7,Jennifer Wolf,35.0,547.0,3797.0,3110.0,0.0
69d31254-473d-4c99-90da-a978ff3c5da8,Mary Reynolds,40.0,780.0,4366.0,908.0,0.0
103f1010-f13e-4353-a40d-bc063dc32248,Erica Greene,28.0,518.0,2875.0,3981.0,5.0
effe0de6-d309-44fd-90ba-6586feb6ea17,Jennifer Crawford,64.0,766.0,5561.0,1363.0,0.0
550e4774-c767-43e9-ae09-05e687d795ce,Karen Hoffman,62.0,722.0,5740.0,2695.0,1.0
13202bec-3513-4be7-b25a-d6b1b9f375a6,Matthew Roberts,24.0,432.0,4309.0,2007.0,1.0
4c03c802-b65f-4632-8b76-2e5758eba9e1,Mark Cabrera,61.0,378.0,4091.0,3455.0,0.0
495e7e7a-fc3a-4a20-8b38-bea34fe1ccf9,John Joseph,20.0,754.0,580.0,2646.0,5.0
8132cd4f-3002-4067-bb49-77868a8ef9c4,George Gilbert,49.0,315.0,3367.0,4838.0,4.0
381c844a-9273-4d5c-b1a8-ccd8e487fbc7,Rachel Schultz,48.0,343.0,824.0,908.0,1.0
277ecd68-ba55-45f6-9595-75c5089b2b0d,Robert Vincent,36.0,846.0,9002.0,3738.0,2.0
f2a33536-1730-4809-8feb-73e326d68028,Stephanie Fuentes,22.0,379.0,5667.0,4140.0,3.0
35b22360-0973-455d-b015-93840164aa85,Ethan Taylor,25.0,492.0,6333.0,560.0,3.0
0875315c-0cdb-496a-b0b6-c19199d75220,Laurie Rivas DDS,36.0,635.0,4411.0,4016.0,2.0
d6daa4af-c86b-4478-ae6e-11a297d3273e,Ronald White,21.0,827.0,1763.0,997.0,3.0
73fceb0a-67b8-4c4e-9c81-089a8d485d04,Michelle Gross,31.0,389.0,3685.0,4024.0,4.0
9f3181ce-6f4c-4cc2-99c4-3407c57a9dd3,Jacob Pollard,25.0,793.0,3981.0,1309.0,4.0
a67c6160-94b9-46e9-befa-d1152d043fe7,Dale Edwards,43.0,369.0,772.0,1256.0,5.0
cb4b88b2-7209-4201-a477-037e64072113,Karen Nichols,52.0,573.0,1347.0,1665.0,2.0
4a69e890-6716-4099-a917-43952654b0f5,Ashley Patel,30.0,638.0,3908.0,3638.0,3.0
e3cb0479-cf8c-42ea-9dc2-fd8c55a0599a,Charles Norman,35.0,521.0,3376.0,1843.0,1.0
8eb1d66f-053c-462c-badc-09d58c97702c,James Morris MD,33.0,813.0,423.0,1073.0,5.0
d442454c-b5cc-4014-a479-de09462bebdd,Nathan Best,29.0,446.0,2338.0,2761.0,0.0
a8811fe1-b886-4b79-abcf-71e3cf1c8f41,Christopher Mcmillan,29.0,696.0,5691.0,2570.0,0.0
29d0b344-b3bc-4807-abcf-fd715d92b882,Douglas Tucker,31.0,517.0,8425.0,4046.0,4.0
949671c2-5b1f-4264-b4f9-9960862ee82d,Susan Mcdonald,36.0,533.0,4801.0,433.0,1.0
979df698-c130-4469-a3b8-f1bdbf10698a,Laura Bush,55.0,697.0,1807.0,932.0,3.0
8f73e01a-637c-4f35-9e0e-71607676a72d,Henry Thompson,54.0,480.0,211.0,2124.0,2.0
3a93f724-9eac-4023-91d2-3f386c94dfb0,Jorge Stevenson,41.0,798.0,4324.0,3988.0,2.0
e75a954c-432f-43e5-911a-b0dd772bd5e2,Erin Clay,25.0,586.0,1613.0,2260.0,3.0
d86e7e3d-a3db-4e6a-9440-228024d54cda,Walter Lawson,42.0,536.0,319.0,4038.0,3.0
6ff17dbf-9fb0-4894-ab77-4ee9e07decc5,Tina Lee,62.0,848.0,4246.0,4682.0,5.0
de8eb124-8e86-4edc-9e30-32c9a617e86d,Russell Johnson,47.0,416.0,7527.0,581.0,4.0
49fe7e82-07b0-4e94-bb3e-8de444f08d63,James Powell,36.0,309.0,9376.0,2557.0,2.0
f8c33885-1a01-4fd2-a887-9086117769cc,Elizabeth Zimmerman,36.0,362.0,1686.0,3150.0,4.0
7e74e552-ceaf-4cb4-8c0c-be54ecb07049,Gloria Cohen,46.0,441.0,2420.0,1917.0,4.0
d0fa4aef-6975-4b42-9eb5-36107d52cf5c,Melissa Adams,35.0,329.0,5799.0,789.0,1.0
3e896ef7-2e22-4478-97c1-ecd6f8cc1c5a,Brian Higgins,51.0,437.0,488.0,2684.0,4.0
108770c2-c215-48ad-8df5-6721e2879aec,Joseph Hurley,42.0,534.0,9210.0,2227.0,2.0
f369a3a9-f765-4bd3-a0cb-56c506530f2a,Brian Murray,23.0,705.0,385.0,4790.0,3.0
8a4fefb1-5b2d-40ab-8218-d25807b68994,Julian Mack,54.0,661.0,4323.0,4540.0,2.0
b31e97d7-b280-4699-8a32-dd52ceafdef5,Evan Savage,20.0,372.0,9460.0,2593.0,3.0
30d244d3-6652-4f2d-9658-cdf3e6f94f68,Michael Ferrell,63.0,682.0,6052.0,4284.0,3.0
715a0738-dc63-4fa0-9011-88a576062c00,William Schwartz,31.0,736.0,5867.0,3100.0,3.0
6991f15f-2b95-4780-acd1-bd9d9ee384c2,Dr. Whitney Fuller,52.0,509.0,3781.0,3013.0,2.0
e7d60bc7-7fbc-4f3e-9a71-1b67c786d18b,Gabriel Crawford,30.0,683.0,2970.0,400.0,5.0
a57d8463-ae38-4555-a68f-5b8062645f68,David Walton,65.0,622.0,7053.0,1621.0,2.0
f8f3ccda-31e5-4bc2-b70d-f7b18a4ffd2f,Olivia Parks,38.0,532.0,860.0,616.0,3.0
66a14aa0-1db4-4aa3-8c56-0f47705f6085,Juan Clark,63.0,446.0,7047.0,2544.0,0.0
46934ea0-f6a3-479f-b7c7-412f6084666b,Jennifer Ramirez,38.0,651.0,9729.0,3199.0,5.0
8185d000-e320-44bf-afd5-b4cc67cc32cc,Tara Riley,40.0,643.0,4541.0,2686.0,3.0
a436237d-4689-4637-b173-05023eaf89bb,Walter Gallegos,51.0,327.0,1373.0,1040.0,0.0
d20fbe62-015b-4dfb-a9ce-bf151f9e26c7,Mark Barnes,28.0,493.0,8709.0,3890.0,1.0
a6a2f708-0835-42a5-bf7b-db3c938ea9ef,Jeffrey Rollins,44.0,528.0,3956.0,3286.0,4.0
5c26d52e-d518-4796-ab0a-31a4938c465d,George Smith,28.0,678.0,8403.0,1135.0,4.0
b77c288e-e7f7-4cf3-88a1-e562f407539a,Courtney Garrison,33.0,699.0,9222.0,2149.0,0.0
47235d47-5bb1-4281-9236-46e01a995b27,Jake Moore,53.0,439.0,4267.0,465.0,2.0
1ccbf2fb-396b-4d99-9d45-9c491a1761a5,Erin Hughes,42.0,830.0,7047.0,123.0,1.0
ade1c604-2dc6-4166-8508-a1796851f638,Sarah Farmer,59.0,308.0,4348.0,3147.0,1.0
a563222b-787b-4962-bd3b-6949e2683304,Wayne Lee,31.0,849.0,5659.0,1868.0,1.0
decfd649-65a5-4e46-8120-8989e6db87e3,Taylor Mack,62.0,573.0,5124.0,3797.0,1.0
71afc61c-1e26-4acc-ac9a-ec54f2e2ee3c,Mr. Brian Henderson,32.0,492.0,3863.0,3279.0,5.0
9b659538-49bd-4556-bdef-505786c4f669,Mitchell Pitts,18.0,316.0,3811.0,3279.0,2.0
ea578b39-c810-49e5-aba2-057b45c72d51,Deborah Cline,62.0,357.0,2868.0,2083.0,3.0
939c4d8b-d30e-4e2a-b6bb-d679f6e238ea,Steven Mcmahon,36.0,535.0,4371.0,1965.0,1.0
5a794fcf-a6bd-4b3a-8219-c0ca7c1cd366,Joel Chen,48.0,705.0,8259.0,3564.0,0.0
95020e70-32be-4cd9-b654-52094f24bacb,Alyssa Woodward,38.0,588.0,5496.0,3820.0,4.0
8828328d-4206-488c-9f99-51e3ee3a7a78,Charles Williams,49.0,576.0,2854.0,3947.0,2.0
f2cd74d4-902d-4324-9430-b7c22da013cc,Tammy York,25.0,518.0,9401.0,4880.0,2.0
3a6184d6-fc41-4a4c-9fd2-d9bcfa158c5b,Guy Kirby,59.0,512.0,9897.0,2566.0,0.0
d391d91e-0dbc-48d5-897c-20b413ec0e78,Dr. Taylor Mcclain Jr.,19.0,314.0,5529.0,539.0,4.0
